ID,State,Date,Total_Cases,New_Cases
12210,Mississippi,3/7/2021,298800,156
12211,Mississippi,3/8/2021,299230,430
12212,Mississippi,3/9/2021,299687,457
12213,Mississippi,3/10/2021,300197,510
12214,Mississippi,3/11/2021,300851,654
12215,Mississippi,3/12/2021,301245,394
12216,Mississippi,3/13/2021,301446,201
12217,Mississippi,3/14/2021,301604,158
12218,Mississippi,3/15/2021,302022,418
12219,Mississippi,3/16/2021,302308,286
12220,Mississippi,3/17/2021,302523,215
12221,Mississippi,3/18/2021,302921,398
12222,Mississippi,3/19/2021,303274,353
12223,Mississippi,3/20/2021,303422,148
12224,Mississippi,3/21/2021,303562,140
12225,Mississippi,3/22/2021,303896,334
12226,Mississippi,3/23/2021,304163,267
12227,Mississippi,3/24/2021,304440,277
12228,Mississippi,3/25/2021,304674,234
12229,Mississippi,3/26/2021,304925,251
12230,Mississippi,3/27/2021,305034,109
12231,Mississippi,3/28/2021,305157,123
12232,Mississippi,3/29/2021,305425,268
12233,Mississippi,3/30/2021,305659,234
12234,Mississippi,3/31/2021,305900,241
12235,Mississippi,4/1/2021,306103,203
12236,Mississippi,4/2/2021,306332,229
12237,Mississippi,4/3/2021,306460,128
12238,Mississippi,4/4/2021,306560,100
12239,Mississippi,4/5/2021,306826,266
12240,Mississippi,4/6/2021,307068,242
12241,Mississippi,4/7/2021,307333,265
12242,Mississippi,4/8/2021,307572,239
12243,Mississippi,4/9/2021,307794,222
12244,Mississippi,4/10/2021,307956,162
12245,Mississippi,4/11/2021,308129,173
12246,Mississippi,4/12/2021,308503,374
12247,Mississippi,4/13/2021,308806,303
12248,Mississippi,4/14/2021,309035,229
12249,Mississippi,4/15/2021,309257,222
12250,Mississippi,4/16/2021,309499,242
12251,Mississippi,4/17/2021,309645,146
12252,Mississippi,4/18/2021,309776,131
12253,Mississippi,4/19/2021,310095,319
12254,Mississippi,4/20/2021,310392,297
12255,Mississippi,4/21/2021,310622,230
12256,Mississippi,4/22/2021,310892,270
12257,Mississippi,4/23/2021,311168,276
12258,Mississippi,4/24/2021,311307,139
12259,Mississippi,4/25/2021,311431,124
12260,Mississippi,4/26/2021,311679,248
12261,Mississippi,4/27/2021,311927,248
12262,Mississippi,4/28/2021,312161,234
12263,Mississippi,4/29/2021,312354,193
12264,Mississippi,4/30/2021,312530,176
12265,Mississippi,5/1/2021,312688,158
12266,Mississippi,5/2/2021,312780,92
12267,Mississippi,5/3/2021,313016,236
12268,Mississippi,5/4/2021,313229,213
12269,Mississippi,5/5/2021,313360,131
12270,Mississippi,5/6/2021,313493,133
12271,Mississippi,5/7/2021,313629,136
12272,Mississippi,5/8/2021,313706,77
12273,Mississippi,5/9/2021,313719,13
12274,Mississippi,5/10/2021,313891,172
12275,Mississippi,5/11/2021,313942,51
12276,Mississippi,5/12/2021,314509,567
12277,Mississippi,5/13/2021,314710,201
12278,Mississippi,5/14/2021,314815,105
12279,Mississippi,5/15/2021,314920,105
12280,Mississippi,5/16/2021,315026,106
12281,Mississippi,5/17/2021,315634,202
12282,Mississippi,5/18/2021,315891,257
12283,Mississippi,5/19/2021,316167,276
12284,Mississippi,5/20/2021,316272,105
12285,Mississippi,5/21/2021,316432,160
12286,Mississippi,5/22/2021,316592,160
12287,Mississippi,5/23/2021,316754,162
12288,Mississippi,5/24/2021,316911,157
12289,Mississippi,5/25/2021,317065,154
12290,Mississippi,5/26/2021,317276,211
12291,Mississippi,5/27/2021,317407,131
12292,Mississippi,5/28/2021,317508,101
12293,Mississippi,5/29/2021,317609,101
12294,Mississippi,5/30/2021,317713,104
12295,Mississippi,5/31/2021,317755,42
12296,Mississippi,6/1/2021,317901,146
12297,Mississippi,6/2/2021,318048,147
12298,Mississippi,6/3/2021,318189,141
12299,Mississippi,6/4/2021,318299,110
12300,Mississippi,6/5/2021,318409,110
12301,Mississippi,6/6/2021,318521,112
12302,Mississippi,6/7/2021,318578,57
12303,Mississippi,6/8/2021,318685,107
12304,Mississippi,6/9/2021,318879,194
12305,Mississippi,6/10/2021,319115,236
12306,Mississippi,6/11/2021,319203,88
12307,Mississippi,6/12/2021,319291,88
12308,Mississippi,6/13/2021,319381,90
12309,Mississippi,6/14/2021,319428,47
12310,Mississippi,6/15/2021,319511,83
12311,Mississippi,6/16/2021,319704,193
12312,Mississippi,6/17/2021,319948,244
12313,Missouri,1/22/2020,0,0
12314,Missouri,1/23/2020,0,0
12315,Missouri,1/24/2020,0,0
12316,Missouri,1/25/2020,0,0
12317,Missouri,1/26/2020,0,0
12318,Missouri,1/27/2020,0,0
12319,Missouri,1/28/2020,0,0
12320,Missouri,1/29/2020,0,0
12321,Missouri,1/30/2020,0,0
12322,Missouri,1/31/2020,0,0
12323,Missouri,2/1/2020,0,0
12324,Missouri,2/2/2020,0,0
12325,Missouri,2/3/2020,0,0
12326,Missouri,2/4/2020,0,0
12327,Missouri,2/5/2020,0,0
12328,Missouri,2/6/2020,0,0
12329,Missouri,2/7/2020,0,0
12330,Missouri,2/8/2020,0,0
12331,Missouri,2/9/2020,0,0
12332,Missouri,2/10/2020,0,0
12333,Missouri,2/11/2020,0,0
12334,Missouri,2/12/2020,0,0
12335,Missouri,2/13/2020,0,0
12336,Missouri,2/14/2020,0,0
12337,Missouri,2/15/2020,0,0
12338,Missouri,2/16/2020,0,0
12339,Missouri,2/17/2020,0,0
12340,Missouri,2/18/2020,0,0
12341,Missouri,2/19/2020,0,0
12342,Missouri,2/20/2020,0,0
12343,Missouri,2/21/2020,0,0
12344,Missouri,2/22/2020,0,0
12345,Missouri,2/23/2020,0,0
12346,Missouri,2/24/2020,0,0
12347,Missouri,2/25/2020,0,0
12348,Missouri,2/26/2020,0,0
12349,Missouri,2/27/2020,0,0
12350,Missouri,2/28/2020,0,0
12351,Missouri,2/29/2020,0,0
12352,Missouri,3/1/2020,0,0
12353,Missouri,3/2/2020,0,0
12354,Missouri,3/3/2020,0,0
12355,Missouri,3/4/2020,1,1
12356,Missouri,3/5/2020,1,0
12357,Missouri,3/6/2020,2,1
12358,Missouri,3/7/2020,2,0
12359,Missouri,3/8/2020,4,2
12360,Missouri,3/9/2020,5,1
12361,Missouri,3/10/2020,5,0
12362,Missouri,3/11/2020,7,2
12363,Missouri,3/12/2020,8,1
12364,Missouri,3/13/2020,15,7
12365,Missouri,3/14/2020,26,11
12366,Missouri,3/15/2020,37,11
12367,Missouri,3/16/2020,65,28
12368,Missouri,3/17/2020,110,45
12369,Missouri,3/18/2020,165,55
12370,Missouri,3/19/2020,235,70
12371,Missouri,3/20/2020,336,101
12372,Missouri,3/21/2020,413,77
12373,Missouri,3/22/2020,488,75
12374,Missouri,3/23/2020,660,172
12375,Missouri,3/24/2020,860,200
12376,Missouri,3/25/2020,1081,221
12377,Missouri,3/26/2020,1329,248
12378,Missouri,3/27/2020,1611,282
12379,Missouri,3/28/2020,1794,183
12380,Missouri,3/29/2020,1928,134
12381,Missouri,3/30/2020,2273,345
12382,Missouri,3/31/2020,2558,285
12383,Missouri,4/1/2020,2819,261
12384,Missouri,4/2/2020,3088,269
12385,Missouri,4/3/2020,3314,226
12386,Missouri,4/4/2020,3444,130
12387,Missouri,4/5/2020,3547,103
12388,Missouri,4/6/2020,3840,293
12389,Missouri,4/7/2020,4058,218
12390,Missouri,4/8/2020,4284,226
12391,Missouri,4/9/2020,4483,199
12392,Missouri,4/10/2020,4699,216
12393,Missouri,4/11/2020,4790,91
12394,Missouri,4/12/2020,4883,93
12395,Missouri,4/13/2020,5123,240
12396,Missouri,4/14/2020,5321,198
12397,Missouri,4/15/2020,5527,206
12398,Missouri,4/16/2020,5727,200
12399,Missouri,4/17/2020,5890,163
12400,Missouri,4/18/2020,6039,149
12401,Missouri,4/19/2020,6172,133
12402,Missouri,4/20/2020,6425,253
12403,Missouri,4/21/2020,6646,221
12404,Missouri,4/22/2020,6874,228
12405,Missouri,4/23/2020,7099,225
12406,Missouri,4/24/2020,7304,205
12407,Missouri,4/25/2020,7422,118
12408,Missouri,4/26/2020,7494,72
12409,Missouri,4/27/2020,7764,270
12410,Missouri,4/28/2020,8130,366
12411,Missouri,4/29/2020,8437,307
12412,Missouri,4/30/2020,8700,263
12413,Missouri,5/1/2020,8988,288
12414,Missouri,5/2/2020,9056,68
12415,Missouri,5/3/2020,9124,68
12416,Missouri,5/4/2020,9334,210
12417,Missouri,5/5/2020,9604,270
12418,Missouri,5/6/2020,9787,183
12419,Missouri,5/7/2020,9927,140
12420,Missouri,5/8/2020,10058,131
12421,Missouri,5/9/2020,10171,113
12422,Missouri,5/10/2020,10236,65
12423,Missouri,5/11/2020,10415,179
12424,Missouri,5/12/2020,10587,172
12425,Missouri,5/13/2020,10834,247
12426,Missouri,5/14/2020,11020,186
12427,Missouri,5/15/2020,11204,184
12428,Missouri,5/16/2020,11294,90
12429,Missouri,5/17/2020,11397,103
12430,Missouri,5/18/2020,11605,208
12431,Missouri,5/19/2020,11783,178
12432,Missouri,5/20/2020,11999,216
12433,Missouri,5/21/2020,12257,258
12434,Missouri,5/22/2020,12464,207
12435,Missouri,5/23/2020,12550,86
12436,Missouri,5/24/2020,12614,64
12437,Missouri,5/25/2020,12689,75
12438,Missouri,5/26/2020,12946,257
12439,Missouri,5/27/2020,13208,262
12440,Missouri,5/28/2020,13409,201
12441,Missouri,5/29/2020,13619,210
12442,Missouri,5/30/2020,13917,298
12443,Missouri,5/31/2020,14093,176
12444,Missouri,6/1/2020,14360,267
12445,Missouri,6/2/2020,14577,217
12446,Missouri,6/3/2020,14795,218
12447,Missouri,6/4/2020,15031,236
12448,Missouri,6/5/2020,15261,230
12449,Missouri,6/6/2020,15350,89
12450,Missouri,6/7/2020,15404,54
12451,Missouri,6/8/2020,15708,304
12452,Missouri,6/9/2020,15975,267
12453,Missouri,6/10/2020,16272,297
12454,Missouri,6/11/2020,16788,516
12455,Missouri,6/12/2020,17096,308
12456,Missouri,6/13/2020,17251,155
12457,Missouri,6/14/2020,17356,105
12458,Missouri,6/15/2020,17786,430
12459,Missouri,6/16/2020,18244,458
12460,Missouri,6/17/2020,18668,424
12461,Missouri,6/18/2020,19226,558
12462,Missouri,6/19/2020,19648,422
12463,Missouri,6/20/2020,19856,208
12464,Missouri,6/21/2020,20030,174
12465,Missouri,6/22/2020,20648,618
12466,Missouri,6/23/2020,21225,577
12467,Missouri,6/24/2020,21843,618
12468,Missouri,6/25/2020,22426,583
12469,Missouri,6/26/2020,23002,576
12470,Missouri,6/27/2020,23362,360
12471,Missouri,6/28/2020,23615,253
12472,Missouri,6/29/2020,24497,882
12473,Missouri,6/30/2020,25360,863
12474,Missouri,7/1/2020,26303,943
12475,Missouri,7/2/2020,27251,948
12476,Missouri,7/3/2020,27883,632
12477,Missouri,7/4/2020,28205,322
12478,Missouri,7/5/2020,28543,338
12479,Missouri,7/6/2020,29716,1173
12480,Missouri,7/7/2020,30954,1238
12481,Missouri,7/8/2020,32300,1346
12482,Missouri,7/9/2020,33505,1205
12483,Missouri,7/10/2020,34625,1120
12484,Missouri,7/11/2020,35272,647
12485,Missouri,7/12/2020,35715,443
12486,Missouri,7/13/2020,37041,1326
12487,Missouri,7/14/2020,38409,1368
12488,Missouri,7/15/2020,39605,1196
12489,Missouri,7/16/2020,40666,1061
12490,Missouri,7/17/2020,41692,1026
12491,Missouri,7/18/2020,42336,644
12492,Missouri,7/19/2020,42833,497
12493,Missouri,7/20/2020,44259,1426
12494,Missouri,7/21/2020,45475,1216
12495,Missouri,7/22/2020,46641,1166
12496,Missouri,7/23/2020,47850,1209
12497,Missouri,7/24/2020,48964,1114
12498,Missouri,7/25/2020,49494,530
12499,Missouri,7/26/2020,49909,415
12500,Missouri,7/27/2020,51253,1344
12501,Missouri,7/28/2020,52404,1151
12502,Missouri,7/29/2020,53649,1245
12503,Missouri,7/30/2020,54721,1072
12504,Missouri,7/31/2020,55735,1014
12505,Missouri,8/1/2020,56285,550
12506,Missouri,8/2/2020,56832,547
12507,Missouri,8/3/2020,58281,1449
12508,Missouri,8/4/2020,59544,1263
12509,Missouri,8/5/2020,60763,1219
12510,Missouri,8/6/2020,61903,1140
12511,Missouri,8/7/2020,62998,1095
12512,Missouri,8/8/2020,63677,679
12513,Missouri,8/9/2020,64144,467
12514,Missouri,8/10/2020,65672,1528
12515,Missouri,8/11/2020,67028,1356
12516,Missouri,8/12/2020,68431,1403
12517,Missouri,8/13/2020,69621,1190
12518,Missouri,8/14/2020,70777,1156
12519,Missouri,8/15/2020,71448,671
12520,Missouri,8/16/2020,72004,556
12521,Missouri,8/17/2020,73606,1602
12522,Missouri,8/18/2020,74912,1306
12523,Missouri,8/19/2020,76313,1401
12524,Missouri,8/20/2020,77679,1366
12525,Missouri,8/21/2020,78895,1216
12526,Missouri,8/22/2020,79510,615
12527,Missouri,8/23/2020,80050,540
12528,Missouri,8/24/2020,81762,1712
12529,Missouri,8/25/2020,83276,1514
12530,Missouri,8/26/2020,84926,1650
12531,Missouri,8/27/2020,86395,1469
12532,Missouri,8/28/2020,87794,1399
12533,Missouri,8/29/2020,88532,738
12534,Missouri,8/30/2020,89136,604
12535,Missouri,8/31/2020,91039,1903
12536,Missouri,9/1/2020,92705,1666
12537,Missouri,9/2/2020,94491,1786
12538,Missouri,9/3/2020,96118,1627
12539,Missouri,9/4/2020,97623,1505
12540,Missouri,9/5/2020,98365,742
12541,Missouri,9/6/2020,98954,589
12542,Missouri,9/7/2020,99675,721
12543,Missouri,9/8/2020,102029,2354
12544,Missouri,9/9/2020,104146,2117
12545,Missouri,9/10/2020,105875,1729
12546,Missouri,9/11/2020,107500,1625
12547,Missouri,9/12/2020,108281,781
12548,Missouri,9/13/2020,108944,663
12549,Missouri,9/14/2020,111162,2218
12550,Missouri,9/15/2020,113095,1933
12551,Missouri,9/16/2020,114834,1739
12552,Missouri,9/17/2020,116610,1776
12553,Missouri,9/18/2020,118215,1605
12554,Missouri,9/19/2020,119066,851
12555,Missouri,9/20/2020,119719,653
12556,Missouri,9/21/2020,122006,2287
12557,Missouri,9/22/2020,123858,1852
12558,Missouri,9/23/2020,125806,1948
12559,Missouri,9/24/2020,127764,1958
12560,Missouri,9/25/2020,129455,1691
12561,Missouri,9/26/2020,130372,917
12562,Missouri,9/27/2020,131133,761
12563,Missouri,9/28/2020,133436,2303
12564,Missouri,9/29/2020,135414,1978
12565,Missouri,9/30/2020,137252,1838
12566,Missouri,10/1/2020,139004,1752
12567,Missouri,10/2/2020,140623,1619
12568,Missouri,10/3/2020,141475,852
12569,Missouri,10/4/2020,142229,754
12570,Missouri,10/5/2020,144762,2533
12571,Missouri,10/6/2020,146990,2228
12572,Missouri,10/7/2020,149191,2201
12573,Missouri,10/8/2020,151340,2149
12574,Missouri,10/9/2020,153461,2121
12575,Missouri,10/10/2020,154533,1072
12576,Missouri,10/11/2020,155468,935
12577,Missouri,10/12/2020,158257,2789
12578,Missouri,10/13/2020,160695,2438
12579,Missouri,10/14/2020,163042,2347
12580,Missouri,10/15/2020,165109,2067
12581,Missouri,10/16/2020,167023,1914
12582,Missouri,10/17/2020,167960,937
12583,Missouri,10/18/2020,168780,820
12584,Missouri,10/19/2020,171619,2839
12585,Missouri,10/20/2020,174016,2397
12586,Missouri,10/21/2020,176497,2481
12587,Missouri,10/22/2020,178917,2420
12588,Missouri,10/23/2020,181177,2260
12589,Missouri,10/24/2020,182455,1278
12590,Missouri,10/25/2020,183641,1186
12591,Missouri,10/26/2020,187539,3898
12592,Missouri,10/27/2020,190743,3204
12593,Missouri,10/28/2020,194250,3507
12594,Missouri,10/29/2020,197671,3421
12595,Missouri,10/30/2020,200977,3306
12596,Missouri,10/31/2020,202877,1900
12597,Missouri,11/1/2020,204718,1841
12598,Missouri,11/2/2020,210365,5647
12599,Missouri,11/3/2020,214784,4419
12600,Missouri,11/4/2020,220055,5271
12601,Missouri,11/5/2020,226051,5996
12602,Missouri,11/6/2020,231397,5346
12603,Missouri,11/7/2020,234324,2927
12604,Missouri,11/8/2020,236723,2399
12605,Missouri,11/9/2020,245087,8364
12606,Missouri,11/10/2020,251868,6781
12607,Missouri,11/11/2020,257621,5753
12608,Missouri,11/12/2020,263366,5745
12609,Missouri,11/13/2020,268646,5280
12610,Missouri,11/14/2020,271136,2490
12611,Missouri,11/15/2020,273335,2199
12612,Missouri,11/16/2020,280484,7149
12613,Missouri,11/17/2020,286337,5853
12614,Missouri,11/18/2020,291548,5211
12615,Missouri,11/19/2020,296768,5220
12616,Missouri,11/20/2020,301639,4871
12617,Missouri,11/21/2020,304075,2436
12618,Missouri,11/22/2020,306211,2136
12619,Missouri,11/23/2020,312771,6560
12620,Missouri,11/24/2020,317813,5042
12621,Missouri,11/25/2020,322217,4404
12622,Missouri,11/26/2020,323114,897
12623,Missouri,11/27/2020,326804,3690
12624,Missouri,11/28/2020,329260,2456
12625,Missouri,11/29/2020,331407,2147
12626,Missouri,11/30/2020,338119,6712
12627,Missouri,12/1/2020,343198,5079
12628,Missouri,12/2/2020,347798,4600
12629,Missouri,12/3/2020,352341,4543
12630,Missouri,12/4/2020,356531,4190
12631,Missouri,12/5/2020,358640,2109
12632,Missouri,12/6/2020,360416,1776
12633,Missouri,12/7/2020,366314,5898
12634,Missouri,12/8/2020,370842,4528
12635,Missouri,12/9/2020,374642,3800
12636,Missouri,12/10/2020,378486,3844
12637,Missouri,12/11/2020,382354,3868
12638,Missouri,12/12/2020,384364,2010
12639,Missouri,12/13/2020,386081,1717
12640,Missouri,12/14/2020,391522,5441
12641,Missouri,12/15/2020,395706,4184
12642,Missouri,12/16/2020,399594,3888
12643,Missouri,12/17/2020,403360,3766
12644,Missouri,12/18/2020,406930,3570
12645,Missouri,12/19/2020,408862,1932
12646,Missouri,12/20/2020,410688,1826
12647,Missouri,12/21/2020,415751,5063
12648,Missouri,12/22/2020,419610,3859
12649,Missouri,12/23/2020,423296,3686
12650,Missouri,12/24/2020,425547,2251
12651,Missouri,12/25/2020,426100,553
12652,Missouri,12/26/2020,428681,2581
12653,Missouri,12/27/2020,430715,2034
12654,Missouri,12/28/2020,436721,6006
12655,Missouri,12/29/2020,441216,4495
12656,Missouri,12/30/2020,445769,4553
12657,Missouri,12/31/2020,449569,3800
12658,Missouri,1/1/2021,450801,1232
12659,Missouri,1/2/2021,453523,2722
12660,Missouri,1/3/2021,456021,2498
12661,Missouri,1/4/2021,462534,6513
12662,Missouri,1/5/2021,467455,4921
12663,Missouri,1/6/2021,471868,4413
12664,Missouri,1/7/2021,475713,3845
12665,Missouri,1/8/2021,479274,3561
12666,Missouri,1/9/2021,481017,1743
12667,Missouri,1/10/2021,482668,1651
12668,Missouri,1/11/2021,487027,4359
12669,Missouri,1/12/2021,490138,3111
12670,Missouri,1/13/2021,492975,2837
12671,Missouri,1/14/2021,495748,2773
12672,Missouri,1/15/2021,497941,2193
12673,Missouri,1/16/2021,499377,1436
12674,Missouri,1/17/2021,500560,1183
12675,Missouri,1/18/2021,503461,2901
12676,Missouri,1/19/2021,506043,2582
12677,Missouri,1/20/2021,508374,2331
12678,Missouri,1/21/2021,510634,2260
12679,Missouri,1/22/2021,512627,1993
12680,Missouri,1/23/2021,513773,1146
12681,Missouri,1/24/2021,514757,984
12682,Missouri,1/25/2021,517325,2568
12683,Missouri,1/26/2021,519275,1950
12684,Missouri,1/27/2021,520870,1595
12685,Missouri,1/28/2021,522644,1774
12686,Missouri,1/29/2021,524491,1847
12687,Missouri,1/30/2021,525479,988
12688,Missouri,1/31/2021,526369,890
12689,Missouri,2/1/2021,528477,2108
12690,Missouri,2/2/2021,530250,1773
12691,Missouri,2/3/2021,531867,1617
12692,Missouri,2/4/2021,533260,1393
12693,Missouri,2/5/2021,534524,1264
12694,Missouri,2/6/2021,535264,740
12695,Missouri,2/7/2021,535841,577
12696,Missouri,2/8/2021,537234,1393
12697,Missouri,2/9/2021,538282,1048
12698,Missouri,2/10/2021,539232,950
12699,Missouri,2/11/2021,540239,1007
12700,Missouri,2/12/2021,541190,951
12701,Missouri,2/13/2021,541697,507
12702,Missouri,2/14/2021,542162,465
12703,Missouri,2/15/2021,542737,575
12704,Missouri,2/16/2021,543522,785
12705,Missouri,2/17/2021,544279,757
12706,Missouri,2/18/2021,545190,911
12707,Missouri,2/19/2021,545979,789
12708,Missouri,2/20/2021,546475,496
12709,Missouri,2/21/2021,546899,424
12710,Missouri,2/22/2021,547858,959
12711,Missouri,2/23/2021,548570,712
12712,Missouri,2/24/2021,549175,605
12713,Missouri,2/25/2021,549769,594
12714,Missouri,2/26/2021,550374,605
12715,Missouri,2/27/2021,550683,309
12716,Missouri,2/28/2021,551059,376
12717,Missouri,3/1/2021,551834,775
12718,Missouri,3/2/2021,552471,637
12719,Missouri,3/3/2021,553096,625
12720,Missouri,3/4/2021,553704,608
12721,Missouri,3/5/2021,554253,549
12722,Missouri,3/6/2021,554583,330
12723,Missouri,3/7/2021,554990,407
12724,Missouri,3/8/2021,555805,815
12725,Missouri,3/9/2021,556426,621
12726,Missouri,3/10/2021,557125,699
12727,Missouri,3/11/2021,557746,621
12728,Missouri,3/12/2021,558358,612
12729,Missouri,3/13/2021,558720,362
12730,Missouri,3/14/2021,559074,354
12731,Missouri,3/15/2021,559832,758
12732,Missouri,3/16/2021,560426,594
12733,Missouri,3/17/2021,560975,549
12734,Missouri,3/18/2021,561476,501
12735,Missouri,3/19/2021,561948,472
12736,Missouri,3/20/2021,562273,325
12737,Missouri,3/21/2021,562618,345
12738,Missouri,3/22/2021,563282,664
12739,Missouri,3/23/2021,563918,636
12740,Missouri,3/24/2021,564480,562
12741,Missouri,3/25/2021,565035,555
12742,Missouri,3/26/2021,565567,532
12743,Missouri,3/27/2021,565934,367
12744,Missouri,3/28/2021,566304,370
12745,Missouri,3/29/2021,567024,720
12746,Missouri,3/30/2021,567595,571
12747,Missouri,3/31/2021,568091,496
12748,Missouri,4/1/2021,568684,593
12749,Missouri,4/2/2021,569231,547
12750,Missouri,4/3/2021,569579,348
12751,Missouri,4/4/2021,569846,267
12752,Missouri,4/5/2021,570609,763
12753,Missouri,4/6/2021,571285,676
12754,Missouri,4/7/2021,571951,666
12755,Missouri,4/8/2021,572560,609
12756,Missouri,4/9/2021,573137,577
12757,Missouri,4/10/2021,573565,428
12758,Missouri,4/11/2021,573994,429
12759,Missouri,4/12/2021,574786,792
12760,Missouri,4/13/2021,575493,707
12761,Missouri,4/14/2021,576076,583
12762,Missouri,4/15/2021,576579,503
12763,Missouri,4/16/2021,576952,373
12764,Missouri,4/17/2021,587791,10839
12765,Missouri,4/18/2021,588234,443
12766,Missouri,4/19/2021,578035,-10199
12767,Missouri,4/20/2021,578739,704
12768,Missouri,4/21/2021,579660,921
12769,Missouri,4/22/2021,580548,888
12770,Missouri,4/23/2021,581264,716
12771,Missouri,4/24/2021,581643,379
12772,Missouri,4/25/2021,581959,316
12773,Missouri,4/26/2021,582483,524
12774,Missouri,4/27/2021,583274,791
12775,Missouri,4/28/2021,584069,795
12776,Missouri,4/29/2021,584825,756
12777,Missouri,4/30/2021,585673,848
12778,Missouri,5/1/2021,586664,991
12779,Missouri,5/2/2021,586988,324
12780,Missouri,5/3/2021,587498,510
12781,Missouri,5/4/2021,588131,633
12782,Missouri,5/5/2021,588760,629
12783,Missouri,5/6/2021,589367,607
12784,Missouri,5/7/2021,589898,531
12785,Missouri,5/8/2021,590253,355
12786,Missouri,5/9/2021,590509,256
12787,Missouri,5/10/2021,590908,399
12788,Missouri,5/11/2021,591430,522
12789,Missouri,5/12/2021,592049,619
12790,Missouri,5/13/2021,592512,463
12791,Missouri,5/14/2021,592944,432
12792,Missouri,5/15/2021,593251,307
12793,Missouri,5/16/2021,593458,207
12794,Missouri,5/17/2021,593856,398
12795,Missouri,5/18/2021,594314,458
12796,Missouri,5/19/2021,594838,524
12797,Missouri,5/20/2021,595459,621
12798,Missouri,5/21/2021,595969,510
12799,Missouri,5/22/2021,596262,293
12800,Missouri,5/23/2021,596451,189
12801,Missouri,5/24/2021,596914,463
12802,Missouri,5/25/2021,597367,453
12803,Missouri,5/26/2021,598027,660
12804,Missouri,5/27/2021,598668,641
12805,Missouri,5/28/2021,599127,459
12806,Missouri,5/29/2021,599382,255
12807,Missouri,5/30/2021,599536,154
12808,Missouri,5/31/2021,599717,181
12809,Missouri,6/1/2021,600195,478
12810,Missouri,6/2/2021,600799,604
12811,Missouri,6/3/2021,601503,704
12812,Missouri,6/4/2021,602019,516
12813,Missouri,6/5/2021,602181,162
12814,Missouri,6/6/2021,602344,163
12815,Missouri,6/7/2021,603049,705
12816,Missouri,6/8/2021,603693,644
12817,Missouri,6/9/2021,604380,687
12818,Missouri,6/10/2021,605017,637
12819,Missouri,6/11/2021,605569,552
12820,Missouri,6/12/2021,605984,415
12821,Missouri,6/13/2021,606285,301
12822,Missouri,6/14/2021,606865,580
12823,Missouri,6/15/2021,607722,857
12824,Missouri,6/16/2021,608446,724
12825,Missouri,6/17/2021,609363,917
12826,Montana,1/22/2020,0,0
12827,Montana,1/23/2020,0,0
12828,Montana,1/24/2020,0,0
12829,Montana,1/25/2020,0,0
12830,Montana,1/26/2020,0,0
12831,Montana,1/27/2020,0,0
12832,Montana,1/28/2020,0,0
12833,Montana,1/29/2020,0,0
12834,Montana,1/30/2020,0,0
12835,Montana,1/31/2020,0,0
12836,Montana,2/1/2020,0,0
12837,Montana,2/2/2020,0,0
12838,Montana,2/3/2020,0,0
12839,Montana,2/4/2020,0,0
12840,Montana,2/5/2020,0,0
12841,Montana,2/6/2020,0,0
12842,Montana,2/7/2020,0,0
12843,Montana,2/8/2020,0,0
12844,Montana,2/9/2020,0,0
12845,Montana,2/10/2020,0,0
12846,Montana,2/11/2020,0,0
12847,Montana,2/12/2020,0,0
12848,Montana,2/13/2020,0,0
12849,Montana,2/14/2020,0,0
12850,Montana,2/15/2020,0,0
12851,Montana,2/16/2020,0,0
12852,Montana,2/17/2020,0,0
12853,Montana,2/18/2020,0,0
12854,Montana,2/19/2020,0,0
12855,Montana,2/20/2020,0,0
12856,Montana,2/21/2020,0,0
12857,Montana,2/22/2020,0,0
12858,Montana,2/23/2020,0,0
12859,Montana,2/24/2020,0,0
12860,Montana,2/25/2020,0,0
12861,Montana,2/26/2020,0,0
12862,Montana,2/27/2020,0,0
12863,Montana,2/28/2020,0,0
12864,Montana,2/29/2020,0,0
12865,Montana,3/1/2020,0,0
12866,Montana,3/2/2020,0,0
12867,Montana,3/3/2020,0,0
12868,Montana,3/4/2020,0,0
12869,Montana,3/5/2020,0,0
12870,Montana,3/6/2020,0,0
12871,Montana,3/7/2020,0,0
12872,Montana,3/8/2020,0,0
12873,Montana,3/9/2020,0,0
12874,Montana,3/10/2020,0,0
12875,Montana,3/11/2020,1,1
12876,Montana,3/12/2020,1,0
12877,Montana,3/13/2020,1,0
12878,Montana,3/14/2020,1,0
12879,Montana,3/15/2020,7,6
12880,Montana,3/16/2020,7,0
12881,Montana,3/17/2020,11,4
12882,Montana,3/18/2020,12,1
12883,Montana,3/19/2020,15,3
12884,Montana,3/20/2020,21,6
12885,Montana,3/21/2020,27,6
12886,Montana,3/22/2020,34,7
12887,Montana,3/23/2020,37,3
12888,Montana,3/24/2020,48,11
12889,Montana,3/25/2020,65,17
12890,Montana,3/26/2020,90,25
12891,Montana,3/27/2020,121,31
12892,Montana,3/28/2020,147,26
12893,Montana,3/29/2020,173,26
12894,Montana,3/30/2020,184,11
12895,Montana,3/31/2020,203,19
12896,Montana,4/1/2020,228,25
12897,Montana,4/2/2020,244,16
12898,Montana,4/3/2020,262,18
12899,Montana,4/4/2020,281,19
12900,Montana,4/5/2020,300,19
12901,Montana,4/6/2020,320,20
12902,Montana,4/7/2020,332,12
12903,Montana,4/8/2020,352,20
12904,Montana,4/9/2020,365,13
